,child_mort,exports,health,imports,income,inflation,life_expec,total_fer,gdpp
83,-0.7056993837611707,-0.7044990807266874,-0.7069771609006068,-0.702856847938599,-0.5550940884708339,-0.7067687446464375,-0.703577029759289,-0.7071452033254344,-0.6593022155555113
84,-0.7030096137793516,-0.7053829402338978,-0.7070704571819235,-0.7046245669530198,-0.4901686061510611,-0.7068123920295095,-0.7038334581348378,-0.7071424753639927,-0.6451168160570734
85,-0.7068887749498859,-0.7043845063461233,-0.7069498812861867,-0.7043081234257471,0.2911195508398182,-0.7073586390286571,-0.7033260573066245,-0.7072401363836164,-0.09079505104119841
86,-0.7067523768777856,-0.7053611165423618,-0.7069307855560927,-0.7040298713586622,0.18200109315952762,-0.7073013518383751,-0.7029605104733953,-0.7072264965764061,-0.2239195694111524
87,-0.7018747818194766,-0.7051647033185372,-0.7067087294947133,-0.7018038548219844,-0.5774633722952933,-0.7070879161351523,-0.7047773327937722,-0.7071342914796664,-0.6434800391918691
88,-0.7024421977994141,-0.7062722556639922,-0.7066705380345254,-0.7022621523442415,-0.6691228767467373,-0.7070158979530834,-0.7039971358213581,-0.7070404496060615,-0.6894734691041116
89,-0.7064086537360926,-0.7037352515229255,-0.7071026471269392,-0.7050173934006688,0.9076388367334592,-0.7065395958853089,-0.7031623796201039,-0.7071828491933342,-0.047147667969082055
90,-0.7069815256389141,-0.7037516192915775,-0.7069302399638043,-0.703647956756781,0.4438853915922245,-0.7071844859701995,-0.7033206013837403,-0.7072324980915787,-0.05260359085309676
91,-0.7071615710940865,-0.6977664718878136,-0.706890411726751,-0.6995669264395384,4.295766947706475,-0.7071168325264376,-0.7028786716301351,-0.7072254053918294,5.0214046912804084
92,-0.7067469209549013,-0.7051428796270012,-0.7069275120023623,-0.7041444457392265,-0.08533912815718378,-0.7072030361080051,-0.7032769540006681,-0.707234134868444,-0.45961543800057986
93,-0.703920752900982,-0.7059503562138354,-0.7071086486421118,-0.7049682900947126,-0.6314770088470372,-0.7068347613133341,-0.7039971358213581,-0.7070633644821743,-0.6847813754238591
94,-0.7023767267248058,-0.7060703865172836,-0.7069547916167824,-0.705410219848318,-0.6511183312294895,-0.7066541702658731,-0.7044172418834272,-0.7070246274296978,-0.6822716508972123
95,-0.7068833190270019,-0.7025731399486304,-0.7070748219202309,-0.7034406316871886,0.4438853915922245,-0.706917691341171,-0.7032496743862483,-0.7071970345928327,-0.21246213135472206
96,-0.7065941551141489,-0.7030805407768438,-0.7069689770162809,-0.7037461633686936,-0.1344424341133146,-0.7071572063557792,-0.7030641730081917,-0.7071926698545253,-0.31994381216980794
97,-0.699839722583739,-0.7060703865172836,-0.707042631975215,-0.7053993080025499,-0.6052885790037673,-0.7070759131048077,-0.7040680628188504,-0.7069569739859359,-0.6686864029160161
98,-0.7069433341787259,-0.6989667749222969,-0.7068423996053719,-0.6989122156934565,0.8367118392412705,-0.7071053750883811,-0.7029332308589752,-0.7072401363836164,0.4438853915922245
99,-0.7020002680458088,-0.7045481840326436,-0.707073730735654,-0.7039753121298221,-0.5261776971855568,-0.7062831675097603,-0.703593397527941,-0.707042631975215,-0.6418432623266647
100,-0.7064959485022367,-0.7045209044182236,-0.7069869815617981,-0.703920752900982,0.16017740162346986,-0.7072526850062497,-0.7033096895379723,-0.70722867894556,-0.2708405062136774
101,-0.7051319677812331,-0.7060321950570955,-0.7065395958853089,-0.7028950393987872,-0.525086512608754,-0.7071070118652464,-0.7037461633686936,-0.7071255620030521,-0.5512749424520237
102,-0.7063759181987884,-0.7051756151643052,-0.7066759939574093,-0.7030314374708877,-0.4939877521698712,-0.7067087294947133,-0.7035115586846808,-0.707245046714212,-0.6183827939254024
103,-0.7058903410621112,-0.7047664209480042,-0.7070175347299487,-0.7042208286596028,-0.2866626825773194,-0.7051756151643052,-0.7037025159856214,-0.707170300570701,-0.5627323805084542
104,-0.7069433341787259,-0.7052956454677537,-0.7068173023601052,-0.7038934732865619,0.05651486682719356,-0.7072270421686947,-0.7031460118514519,-0.7072177670997918,-0.342858688282669
105,-0.7054866027686941,-0.7055575297661862,-0.7070306289448701,-0.7049682900947126,-0.3559529032043039,-0.7072610871274909,-0.7033042336150882,-0.7071735741244314,-0.552911719317228
106,-0.7018038548219844,-0.7055957212263743,-0.7070300833525819,-0.7047937005624242,-0.6572289648595856,-0.7068975044265003,-0.7043408589630511,-0.7070109876224877,-0.6844540200508181
107,-0.7038007225975337,-0.7073083899788956,-0.7072068552540237,-0.7073107414816583,-0.504354005649499,-0.7069302399638043,-0.7036697804483172,-0.7071828491933342,-0.6534098188407755
108,-0.7042590201197908,-0.7047064057962801,-0.7069444253633027,-0.7040025917442422,-0.24574326094721055,-0.7071201060801682,-0.7041171661248063,-0.7071179237110143,-0.42415193925448547
109,-0.704750053179352,-0.7067916595225504,-0.7070279009834283,-0.7053283810050578,-0.5987414715429501,-0.7064904925793528,-0.703587941605057,-0.7071719373475661,-0.6750152734614729
110,-0.7070688204050583,-0.7033860724583485,-0.7066650821116413,-0.7038443699806056,1.7751305752917677,-0.7072680707087825,-0.7029114071674393,-0.7072166759152151,2.037014873724465
111,-0.7069760697160301,-0.7056611923009826,-0.7067632887235535,-0.705786678527315,1.054948754601851,-0.707110831011265,-0.7029004953216712,-0.7071959434082559,1.1313316749780544
112,-0.7006035517875011,-0.7061031220545877,-0.7070328113140238,-0.7046354787987879,-0.6629031246589607,-0.7071752109012966,-0.7041062542790384,-0.7069056883108262,-0.6883277252984684
113,-0.70022163718562,-0.7059339884451832,-0.7070377216446194,-0.7063650063530205,-0.42633430840809106,-0.7016401771354639,-0.7040135035900101,-0.7069957110384125,-0.5801913337373008
114,-0.7071397474025505,-0.7051483355498851,-0.7067971154454344,-0.7057593989128947,2.6917256198062076,-0.70698970952324,-0.7028950393987872,-0.7072079464386006,4.082985955229908
115,-0.7066759939574093,-0.7037297956000415,-0.7071632078709518,-0.705066496706625,1.7642187295237381,-0.7064632129649328,-0.7031623796201039,-0.7071561151712026,0.3456787796799632
116,-0.7022894319586616,-0.7065777873454969,-0.7071943066313905,-0.7062558878953402,-0.4738008374990176,-0.7067196413404814,-0.7037516192915775,-0.7071042839038044,-0.650572738941088
117,-0.7062395201266881,-0.7034951909160287,-0.7068724071812337,-0.7030478052395395,0.132897787203397,-0.7071730285321429,-0.7030696289310757,-0.7071713917552777,-0.26647576790646565
118,-0.7059994595197915,-0.7043081234257471,-0.7069940742615474,-0.7045045366495715,-0.30957755869018044,-0.7069815256389141,-0.7032714980777841,-0.7071653902401054,-0.53108802778117
119,-0.7062067845893839,-0.705797590373083,-0.7070371760523311,-0.7060158272884436,-0.1639044176869929,-0.7070028037381618,-0.7030641730081917,-0.707175756493585,-0.43342700815731017
120,-0.7055738975348383,-0.7054156757712019,-0.707117378118726,-0.7053174691592898,-0.4017826554300257,-0.7070840969891335,-0.7035497501448691,-0.7071419297717041,-0.5911031795053296
121,-0.7069869815617981,-0.705126511858349,-0.7069073250876915,-0.7050173934006688,0.48207685178032617,-0.7072237686149644,-0.7031514677743358,-0.7072374084221743,-0.01986805354900944
122,-0.7071015559423623,-0.7056830159925186,-0.7067141854175973,-0.7052738217762177,0.7766966875171105,-0.7072792553506947,-0.7029605104733953,-0.7072384996067512,0.5202683119684282
123,-0.7068233038752776,-0.7039152969780978,-0.7072155847306383,-0.7060158272884436,6.112589268083312,-0.7069335135175349,-0.7029768782420474,-0.70720139933114,3.1281994505273687
124,-0.7066869058031773,-0.7055357060746502,-0.707009896437911,-0.7051974388558414,0.2638399364197454,-0.7071217428570332,-0.7032933217693202,-0.707227587760983,-0.25829188358044386
125,-0.7067687446464375,-0.7057212074527068,-0.7070371760523311,-0.706163137206312,0.553003849272515,-0.7065395958853089,-0.703538838299101,-0.70722867894556,-0.12353058834528544
126,-0.7038443699806056,-0.7066596261887572,-0.7067414650320174,-0.7056775600696346,-0.633659378000643,-0.7071719373475661,-0.7037898107517656,-0.7070682748127698,-0.6765974910978372
127,-0.7062831675097603,-0.7057212074527068,-0.706961338724243,-0.7044172418834272,-0.41269450119805473,-0.7072204950612339,-0.7034133520727687,-0.7070775498816727,-0.519084997436338
128,-0.7064577570420487,-0.7046081991843677,-0.7070802778431147,-0.7055138823831142,1.7696746524077531,-0.7063759181987884,-0.7032169388489441,-0.7071528416174722,0.3456787796799632
129,-0.7036697804483172,-0.7059558121367193,-0.7070055316996038,-0.7051156000125811,-0.5883752180633225,-0.7072134023614847,-0.7038225462890697,-0.7070382672369079,-0.6527551080946938
130,-0.706899686795654,-0.7055193383059982,-0.7067469209549013,-0.7047009498733959,-0.014412130664994962,-0.7069935286692589,-0.7032387625404801,-0.7072379540144627,-0.4121489089096534
131,-0.7065286840395407,-0.7021966812696334,-0.7071288355567824,-0.7014219402201033,0.40569393140412285,-0.707544031288256,-0.7033096895379723,-0.7071959434082559,-0.11807466546127095
132,-0.6985848603204158,-0.7063977418903246,-0.7065996110370332,-0.7054320435398539,-0.6407520777498619,-0.7063759181987884,-0.704313579348631,-0.7070306289448701,-0.685545204627621
133,-0.7071615710940865,-0.6964024911668099,-0.7070982823886319,-0.6978210311166537,3.2264060624396294,-0.7073168466593656,-0.7028022887097589,-0.7072515938216728,1.8351457270159275
134,-0.7069324223329579,-0.7031514677743358,-0.7068347613133341,-0.7030696289310757,0.6675782298368201,-0.7072878757088515,-0.703195115157408,-0.7072363172375976,0.1983688618115712
135,-0.7071397474025505,-0.7038061785204176,-0.7068009345914531,-0.7038825614407939,0.8585355307773277,-0.7073681868937043,-0.7029768782420474,-0.70722867894556,0.5693716179245587
136,-0.7057812226044309,-0.7046245669530198,-0.7068478555282556,-0.7028841275530191,-0.6101989095993806,-0.7069427885864376,-0.7039480325154018,-0.7070830058045567,-0.6369329317310516
137,-0.7043845063461233,-0.7057539429900108,-0.706826577429008,-0.705819414064619,-0.05260359085309676,-0.706967885831704,-0.704351770808819,-0.7071730285321429,-0.31012315097858195
138,-0.7070906440965945,-0.7046191110301359,-0.7069362414789768,-0.7047937005624242,0.9512862198055754,-0.7071419297717041,-0.7029441427047433,-0.7072472290833656,0.4984446204323695
139,-0.7071070118652464,-0.7059230765994152,-0.7067938418917039,-0.705852149601923,1.0658606003698796,-0.7073056074582245,-0.7028459360928311,-0.7072395907913279,0.9676539884576189
140,-0.7067032735718294,-0.7062449760495721,-0.707153932802049,-0.705852149601923,-0.24028733806319613,-0.7060703865172836,-0.703255130309132,-0.7071943066313905,-0.554002903894031
141,-0.706184960897848,-0.7058466936790391,-0.7070704571819235,-0.7041990049680666,-0.1660867868405987,-0.7070720939587888,-0.7034078961498846,-0.70720139933114,-0.36741034126073435
142,-0.7031296440827998,-0.7062395201266881,-0.7069695226085693,-0.7063759181987884,-0.5234497357435496,-0.7062449760495721,-0.7036970600627372,-0.707048087898099,-0.6265666782514242
143,-0.7059994595197915,-0.7044499774207312,-0.7069318767406694,-0.7052192625473773,0.06742671259522282,-0.70692151048719,-0.7034788231473768,-0.7071768476781617,-0.2544727375616339
144,-0.7071506592483185,-0.7047937005624242,-0.7067889315611084,-0.705093776321045,1.6332765803073899,-0.7072602687390583,-0.7028677597843671,-0.7072063096617354,2.135221485636726
145,-0.7070688204050583,-0.7038225462890697,-0.7066869058031773,-0.7044063300376592,2.3207228636932187,-0.7072970416592966,-0.702829568324179,-0.707231406907002,3.3628041345399926
146,-0.7044554333436153,-0.7065014044251209,-0.7069880727463748,-0.7041171661248063,-0.5921943640821326,-0.7066323465743372,-0.7035170146075649,-0.7071228340416099,-0.6670496260508119
147,-0.7033915283812324,-0.7062940793555283,-0.7069864359695097,-0.7057266633755906,-0.5932855486589355,-0.7068096640680677,-0.7040789746646183,-0.707018080322237,-0.6690137582890571
148,-0.7065014044251209,-0.7036861482169693,-0.7071026471269392,-0.7039971358213581,0.029235252407120865,-0.7070917352811712,-0.7031351000056839,-0.7072297701301368,-0.4301534544269013
149,-0.7038989292094459,-0.7071943066313905,-0.7068167567678169,-0.705797590373083,-0.6063797635805703,-0.7058685173705752,-0.7034351757643047,-0.7069744329391648,-0.5109011131103163
150,-0.7023876385705738,-0.7051210559354653,-0.7068969588342118,-0.7041880931222986,-0.6412976700382633,-0.7072499570448075,-0.7041117102019224,-0.7070486334903874,-0.6806894332608481
151,-0.7063650063530205,-0.7066378024972212,-0.7070377216446194,-0.7040244154357782,-0.4356093773109159,-0.7071135589727072,-0.7035006468389129,-0.7071010103500739,-0.5136290745523237
152,-0.7063650063530205,-0.7045590958784117,-0.7069755241237415,-0.7042972115799789,-0.13989835699732894,-0.7071059206806697,-0.7031187322370318,-0.7071975801851211,-0.4814391295366378
153,-0.7062722556639922,-0.7062013286665,-0.7069466077324564,-0.7059230765994152,0.2747517821877745,-0.7069318767406694,-0.7030478052395395,-0.7071970345928327,-0.12353058834528544
154,-0.7039316647467498,-0.7031514677743358,-0.7071779388627386,-0.7048864512514526,-0.1649956022637958,-0.7071883051162182,-0.703609765296593,-0.7071599343172212,-0.4650713608845942
155,-0.7028950393987872,-0.7063813741216726,-0.7068227582829892,-0.7057539429900108,-0.6232931245210154,-0.7067360091091334,-0.7042153727367189,-0.7069787976774721,-0.6748515957749526
156,-0.7066759939574093,-0.7047445972564681,-0.706893139688193,-0.7045263603411076,-0.2806611674049035,-0.7065832432683811,-0.7034733672244926,-0.7072357716453093,-0.5452734272796077
157,-0.7068451275668138,-0.7030750848539596,-0.707114650157284,-0.7038443699806056,2.435297244257524,-0.7066323465743372,-0.7031405559285676,-0.707212311176908,1.202258672470243
158,-0.7070306289448701,-0.7057757666815468,-0.70678838596882,-0.7056339126865624,1.267729747078417,-0.70722867894556,-0.7029332308589752,-0.7072095832154659,1.41503966494681
159,-0.7069160545643058,-0.7066378024972212,-0.7063377267386004,-0.7064523011191646,1.9879115677683343,-0.7072477746756541,-0.7030205256251195,-0.7072090376231775,1.9333523389281893
160,-0.7067360091091334,-0.7058794292163432,-0.7068587673740236,-0.7059285325222991,0.22564847623164375,-0.7070464511212338,-0.7031460118514519,-0.7072008537388514,-0.058059513737111317
161,-0.7053338369279416,-0.7055848093806063,-0.7069973478152777,-0.7057593989128947,-0.47598320665262345,-0.7064141096589766,-0.7035606619906369,-0.707186668339353,-0.6320226011354386
162,-0.7057212074527068,-0.7047718768708882,-0.7070279009834283,-0.7044390655749632,-0.5463646118564106,-0.7071713917552777,-0.7038771055179098,-0.7071233796338983,-0.5452734272796077
163,-0.7063813741216726,-0.7057593989128947,-0.7070464511212338,-0.7063540945072523,0.1929129389275567,-0.7048100683310764,-0.703200571080292,-0.7071795756396039,0.029235252407120865
164,-0.7060431069028635,-0.7033860724583485,-0.7069411518095723,-0.7029386867818593,-0.4623433994425871,-0.7066541702658731,-0.7033260573066245,-0.7072079464386006,-0.6358417471542488
165,-0.7042426523511386,-0.7056775600696346,-0.7070317201294469,-0.7054374994627379,-0.46288899173098846,-0.7060267391342114,-0.7036315889881293,-0.7070595453361556,-0.6358417471542488
166,-0.7027804650182229,-0.7052956454677537,-0.7069929830769706,-0.7056284567636786,-0.5283600663391627,-0.7065505077310769,-0.7044772570351514,-0.707019717099102,-0.627657862828227
